"","id","polarity","block","mz","calibrated_mz","calculated_mz","formula"
"X5653_NEG_12_477.176595749139",5653,"NEG",12,477.176901031706,477.176595749139,477.176620710278,"C24 H30 O10"
"X5654_NEG_12_479.083099674408",5654,"NEG",12,479.083394699944,479.083099674408,479.083114246689,"C21 H20 O13"
"X5655_NEG_12_479.119487953917",5655,"NEG",12,479.119795431533,479.119487953917,479.119499756038,"C22 H24 O12"
"X5656_NEG_12_479.155866005726",5656,"NEG",12,479.156176258876,479.155866005726,479.15588526539,"C23 H28 O11"
"X5657_NEG_12_479.192261430173",5657,"NEG",12,479.192569376948,479.192261430173,479.192270774738,"C24 H32 O10"
"X5658_NEG_12_481.062353348298",5658,"NEG",12,481.06263553457,481.062353348298,481.062378801799,"C20 H18 O14"
"X5659_NEG_12_481.09876230755",5659,"NEG",12,481.09906245389,481.09876230755,481.098764311149,"C21 H22 O13"
"X5660_NEG_12_481.138568439007",5660,"NEG",12,481.138892809479,481.138568439007,481.138521123818,"C19 H30 O12 S1"
"X5661_NEG_12_481.171522736662",5661,"NEG",12,481.171834811574,481.171522736662,481.171535329849,"C23 H30 O11"
"X5662_NEG_12_481.207908325319",5662,"NEG",12,481.208213737702,481.207908325319,481.207920839199,"C24 H34 O10"
"X5663_NEG_12_483.05685324492",5663,"NEG",12,483.057131760749,483.05685324492,483.056899498199,"C23 H16 O12"
"X5664_NEG_12_483.078064556584",5664,"NEG",12,483.078344616539,483.078064556584,483.078028866259,"C20 H20 O14"
"X5665_NEG_12_483.114411383439",5665,"NEG",12,483.114713099454,483.114411383439,483.11441437561,"C21 H24 O13"
"X5666_NEG_12_483.150794594644",5666,"NEG",12,483.151105486968,483.150794594644,483.150799884958,"C22 H28 O12"
"X5667_NEG_12_483.187191895233",5667,"NEG",12,483.187499811277,483.187191895233,483.187185394309,"C23 H32 O11"
"X5668_NEG_12_485.036116150608",5668,"NEG",12,485.036397381674,485.036116150608,485.036164053309,"C22 H14 O13"
"X5671_NEG_12_485.130103134687",5671,"NEG",12,485.130400403343,485.130103134687,485.130064440069,"C21 H26 O13"
"X5672_NEG_12_485.138639961544",5672,"NEG",12,485.13895044023,485.138639961544,485.138795905909,"C24 H26 O7 N2 S1"
"X5673_NEG_12_485.166442213852",5673,"NEG",12,485.166741232956,485.166442213852,485.166449949419,"C22 H30 O12"
"X5675_NEG_12_487.051778764852",5675,"NEG",12,487.05206638884,487.051778764852,487.05181411777,"C22 H16 O13"
"X5676_NEG_12_487.088159660751",5676,"NEG",12,487.088443102231,487.088159660751,487.088199627119,"C23 H20 O12"
"X5677_NEG_12_487.124545714945",5677,"NEG",12,487.124825061056,487.124545714945,487.124585136469,"C24 H24 O11"
"X5678_NEG_12_487.139168449332",5678,"NEG",12,487.139489446376,487.139168449332,487.13918982908,"C20 H28 O10 N2 S1"
"X5680_NEG_12_489.031110060049",5680,"NEG",12,489.031392854271,489.031110060049,489.031078672879,"C21 H14 O14"
"X5681_NEG_12_489.067458142144",5681,"NEG",12,489.067758725634,489.067458142144,489.067464182229,"C22 H18 O13"
"X5682_NEG_12_489.103816057352",5682,"NEG",12,489.104108028647,489.103816057352,489.103849691579,"C23 H22 O12"
"X5683_NEG_12_489.176570955325",5683,"NEG",12,489.176865283287,489.176570955325,489.176620710279,"C25 H30 O10"
"X5684_NEG_12_491.046741701948",5684,"NEG",12,491.047028470645,491.046741701948,491.046728737339,"C21 H16 O14"
"X5685_NEG_12_491.083089680269",5685,"NEG",12,491.083391288522,491.083089680269,491.083114246689,"C22 H20 O13"
"X5686_NEG_12_491.119447252077",5686,"NEG",12,491.119755381596,491.119447252077,491.119499756038,"C23 H24 O12"
"X5687_NEG_12_491.155829809884",5687,"NEG",12,491.156145619858,491.155829809884,491.15588526539,"C24 H28 O11"
"X5688_NEG_12_491.192224222551",5688,"NEG",12,491.192541061808,491.192224222551,491.192270774739,"C25 H32 O10"
"X5689_NEG_12_493.062382410016",5689,"NEG",12,493.062677815137,493.062382410016,493.062378801799,"C21 H18 O14"
"X5690_NEG_12_493.098724152636",5690,"NEG",12,493.099030200186,493.098724152636,493.098764311149,"C22 H22 O13"
"X5691_NEG_12_493.13513087496",5691,"NEG",12,493.135450271336,493.13513087496,493.135149820498,"C23 H26 O12"
"X5692_NEG_12_493.171487620956",5692,"NEG",12,493.171809200969,493.171487620956,493.171535329849,"C24 H30 O11"
"X5693_NEG_12_493.207928577527",5693,"NEG",12,493.208246621109,493.207928577527,493.207920839199,"C25 H34 O10"
"X5695_NEG_12_495.07805560231",5695,"NEG",12,495.078345515192,495.07805560231,495.07802886626,"C21 H20 O14"
"X5696_NEG_12_495.114375375617",5696,"NEG",12,495.114689585002,495.114375375617,495.11441437561,"C22 H24 O13"
"X5697_NEG_12_495.150736231055",5697,"NEG",12,495.15105881228,495.150736231055,495.150799884958,"C23 H28 O12"
"X5698_NEG_12_495.187153508418",5698,"NEG",12,495.187474940785,495.187153508418,495.187185394309,"C24 H32 O11"
"X5700_NEG_12_497.09364997115",5700,"NEG",12,497.093943513409,497.09364997115,497.093678930719,"C21 H22 O14"
"X5701_NEG_12_497.130001606687",5701,"NEG",12,497.130317362816,497.130001606687,497.130064440069,"C22 H26 O13"
"X5702_NEG_12_497.166457916532",5702,"NEG",12,497.166782380135,497.166457916532,497.16644994942,"C23 H30 O12"
"X5703_NEG_12_497.202818424456",5703,"NEG",12,497.203117637118,497.202818424456,497.202835458769,"C24 H34 O11"
"X5704_NEG_12_499.051760572208",5704,"NEG",12,499.052053084665,499.051760572208,499.05181411777,"C23 H16 O13"
"X5705_NEG_12_499.088142957862",5705,"NEG",12,499.088428983459,499.088142957862,499.088199627119,"C24 H20 O12"
"X5706_NEG_12_499.145707803968",5706,"NEG",12,499.14600749637,499.145707803968,499.145714504529,"C22 H28 O13"
"X5707_NEG_12_499.182084309982",5707,"NEG",12,499.182378858718,499.182084309982,499.182100013879,"C23 H32 O12"
"X5708_NEG_12_501.031034775776",5708,"NEG",12,501.031323583646,501.031034775776,501.031078672879,"C22 H14 O14"
"X5709_NEG_12_501.067394475089",5709,"NEG",12,501.067689794936,501.067394475089,501.067464182229,"C23 H18 O13"
"X5710_NEG_12_501.103800385214",5710,"NEG",12,501.104089193886,501.103800385214,501.103849691579,"C24 H22 O12"
"X5713_NEG_12_503.046738068584",5713,"NEG",12,503.047030925437,503.046738068584,503.046728737339,"C22 H16 O14"
"X5714_NEG_12_503.083089625692",5714,"NEG",12,503.083400476327,503.083089625692,503.083114246689,"C23 H20 O13"
"X5715_NEG_12_503.119434623265",5715,"NEG",12,503.119727918053,503.119434623265,503.119499756039,"C24 H24 O12"
"X5718_NEG_12_505.06235548197",5718,"NEG",12,505.062656862687,505.06235548197,505.062378801799,"C22 H18 O14"
"X5719_NEG_12_505.098748304414",5719,"NEG",12,505.099062392657,505.098748304414,505.098764311149,"C23 H22 O13"
"X5720_NEG_12_505.135092325145",5720,"NEG",12,505.135415088448,505.135092325145,505.135149820499,"C24 H26 O12"
"X5722_NEG_12_507.078007259023",5722,"NEG",12,507.078310643418,507.078007259023,507.07802886626,"C22 H20 O14"
"X5723_NEG_12_507.114377532346",5723,"NEG",12,507.114688160085,507.114377532346,507.114414375609,"C23 H24 O13"
"X5724_NEG_12_507.150726281987",5724,"NEG",12,507.151049682911,507.150726281987,507.150799884958,"C24 H28 O12"
"X5725_NEG_12_507.187114671115",5725,"NEG",12,507.187437559399,507.187114671115,507.187185394309,"C25 H32 O11"
"X5726_NEG_12_509.05729866795",5726,"NEG",12,509.057588719809,509.05729866795,509.057293421369,"C21 H18 O15"
"X5727_NEG_12_509.093648770685",5727,"NEG",12,509.093954806975,509.093648770685,509.09367893072,"C22 H22 O14"
"X5729_NEG_12_509.166397409617",5729,"NEG",12,509.166724561765,509.166397409617,509.166449949419,"C24 H30 O12"
"X5733_NEG_12_511.109311449154",5733,"NEG",12,511.10961810026,511.109311449154,511.109328995179,"C22 H24 O14"
"X5734_NEG_12_511.145652660716",5734,"NEG",12,511.145974956531,511.145652660716,511.145714504528,"C23 H28 O13"
"X5735_NEG_12_511.182043151241",5735,"NEG",12,511.18236044361,511.182043151241,511.18210001388,"C24 H32 O12"
"X5737_NEG_12_513.067406363186",5737,"NEG",12,513.06770342095,513.067406363186,513.067464182229,"C24 H18 O13"
"X5739_NEG_12_513.161347619684",5739,"NEG",12,513.161646995208,513.161347619684,513.161364568989,"C23 H30 O13"
"X5741_NEG_12_515.046701461152",5741,"NEG",12,515.047002259806,515.046701461152,515.046728737339,"C23 H16 O14"
"X5742_NEG_12_515.083068203343",5742,"NEG",12,515.083365130387,515.083068203343,515.083114246689,"C24 H20 O13"
"X5745_NEG_12_517.062356147544",5745,"NEG",12,517.062659740834,517.062356147544,517.062378801799,"C23 H18 O14"
"X5746_NEG_12_517.098708116661",5746,"NEG",12,517.099011200808,517.098708116661,517.098764311149,"C24 H22 O13"
"X5749_NEG_12_519.041630478541",5749,"NEG",12,519.041923344589,519.041630478541,519.041643356909,"C22 H16 O15"
"X5750_NEG_12_519.078031526727",5750,"NEG",12,519.07834004547,519.078031526727,519.078028866258,"C23 H20 O14"
"X5751_NEG_12_519.114373832167",5751,"NEG",12,519.114679092827,519.114373832167,519.114414375609,"C24 H24 O13"
"X5753_NEG_12_519.15069452184",5753,"NEG",12,519.151002075474,519.15069452184,519.150799884959,"C25 H28 O12"
"X5755_NEG_12_521.057294615874",5755,"NEG",12,521.057593380523,521.057294615874,521.057293421369,"C22 H18 O15"
"X5756_NEG_12_521.093664981211",5756,"NEG",12,521.093975194614,521.093664981211,521.09367893072,"C23 H22 O14"
"X5757_NEG_12_521.130002435537",5757,"NEG",12,521.130316516443,521.130002435537,521.130064440069,"C24 H26 O13"
"X5758_NEG_12_521.166386758587",5758,"NEG",12,521.166710122924,521.166386758587,521.166449949419,"C25 H30 O12"
"X5759_NEG_12_523.072927386023",5759,"NEG",12,523.073228625841,523.072927386023,523.072943485829,"C22 H20 O15"
"X5760_NEG_12_523.109251488425",5760,"NEG",12,523.109556925438,523.109251488425,523.109328995179,"C23 H24 O14"
"X5761_NEG_12_523.145649890591",5761,"NEG",12,523.14597171177,523.145649890591,523.145714504529,"C24 H28 O13"
"X5762_NEG_12_523.182053978384",5762,"NEG",12,523.182382887375,523.182053978384,523.18210001388,"C25 H32 O12"
"X5764_NEG_12_525.125007827631",5764,"NEG",12,525.125325391083,525.125007827631,525.124979059639,"C23 H26 O14"
"X5765_NEG_12_525.16132588782",5765,"NEG",12,525.161644939282,525.16132588782,525.161364568989,"C24 H30 O13"
"X5767_NEG_12_527.083065884849",5767,"NEG",12,527.083365768796,527.083065884849,527.083114246689,"C25 H20 O13"
"X5770_NEG_12_529.062351779245",5770,"NEG",12,529.062655351263,529.062351779245,529.062378801799,"C24 H18 O14"
"X5771_NEG_12_529.098790751354",5771,"NEG",12,529.099091227916,529.098790751354,529.098764311149,"C25 H22 O13"
"X5773_NEG_12_531.041627497406",5773,"NEG",12,531.041925022422,531.041627497406,531.041643356909,"C23 H16 O15"
"X5774_NEG_12_531.077966813645",5774,"NEG",12,531.078277952231,531.077966813645,531.078028866258,"C24 H20 O14"
"X5775_NEG_12_531.114368418155",5775,"NEG",12,531.114669419188,531.114368418155,531.114414375609,"C25 H24 O13"
"X5777_NEG_12_533.057281066686",5777,"NEG",12,533.057586614662,533.057281066686,533.057293421369,"C23 H18 O15"
"X5778_NEG_12_533.093621592277",5778,"NEG",12,533.093929676941,533.093621592277,533.093678930719,"C24 H22 O14"
"X5779_NEG_12_533.129973183676",5779,"NEG",12,533.130281811635,533.129973183676,533.130064440069,"C25 H26 O13"
"X5781_NEG_12_535.072942582638",5781,"NEG",12,535.073247001092,535.072942582638,535.072943485829,"C23 H20 O15"
"X5782_NEG_12_535.109277006204",5782,"NEG",12,535.109593059493,535.109277006204,535.109328995179,"C24 H24 O14"
"X5784_NEG_12_535.182065432442",5784,"NEG",12,535.182387829513,535.182065432442,535.182100013879,"C26 H32 O12"
"X5785_NEG_12_537.08861952512",5785,"NEG",12,537.088928662899,537.08861952512,537.088593550289,"C23 H22 O15"
"X5786_NEG_12_537.124925226888",5786,"NEG",12,537.125229658837,537.124925226888,537.124979059639,"C24 H26 O14"
"X5789_NEG_12_539.104278750454",5789,"NEG",12,539.10457329102,539.104278750454,539.104243614749,"C23 H24 O15"
"X5790_NEG_12_539.140619472607",5790,"NEG",12,539.140931439642,539.140619472607,539.140629124099,"C24 H28 O14"
"X5797_NEG_12_543.078033116156",5797,"NEG",12,543.078343136401,543.078033116156,543.078028866259,"C25 H20 O14"
"X5799_NEG_12_545.093616308",5799,"NEG",12,545.093927608372,545.093616308,545.093678930719,"C25 H22 O14"
"X5801_NEG_12_547.072982005563",5801,"NEG",12,547.073295058931,547.072982005563,547.072943485829,"C24 H20 O15"
"X5802_NEG_12_547.109312042668",5802,"NEG",12,547.109626905286,547.109312042668,547.109328995179,"C25 H24 O14"
"X5805_NEG_12_549.088576930525",5805,"NEG",12,549.088887321228,549.088576930525,549.088593550289,"C24 H22 O15"
"X5806_NEG_12_549.12494205734",5806,"NEG",12,549.125251018778,549.12494205734,549.124979059639,"C25 H26 O14"
"X5808_NEG_12_551.104265571035",5808,"NEG",12,551.104571782833,551.104265571035,551.104243614749,"C24 H24 O15"
"X5809_NEG_12_551.140611000656",5809,"NEG",12,551.140920816987,551.140611000656,551.140629124099,"C25 H28 O14"
"X5814_NEG_12_557.093678739451",5814,"NEG",12,557.093988423472,557.093678739451,557.093678930719,"C26 H22 O14"
"X5815_NEG_12_559.072934365348",5815,"NEG",12,559.073241219056,559.072934365348,559.072943485829,"C25 H20 O15"
"X5816_NEG_12_559.109282564671",5816,"NEG",12,559.109597570758,559.109282564671,559.109328995179,"C26 H24 O14"
"X5819_NEG_12_561.088522351",5819,"NEG",12,561.088839054385,561.088522351,561.088593550289,"C25 H22 O15"
"X5823_NEG_12_563.104195220432",5823,"NEG",12,563.104503515085,563.104195220432,563.104243614749,"C25 H24 O15"
"X5831_NEG_12_573.088533492741",5831,"NEG",12,573.08884781949,573.088533492741,573.088593550289,"C26 H22 O15"
"X5832_NEG_12_575.06790549289",5832,"NEG",12,575.068218975249,575.06790549289,575.067858105399,"C25 H20 O16"
"X5833_NEG_12_575.104189376862",5833,"NEG",12,575.104507573139,575.104189376862,575.104243614749,"C26 H24 O15"
"X5845_NEG_12_589.083458228093",5845,"NEG",12,589.083775599429,589.083458228093,589.083508169859,"C26 H22 O16"
"X5847_NEG_12_591.099134393329",5847,"NEG",12,591.099440075562,591.099134393329,591.099158234319,"C26 H24 O16"
"X5864_NEG_13_139.040101930929",5864,"NEG",13,139.040044194947,139.040101930929,139.040067664229,"C7 H8 O3"
"X5865_NEG_13_139.076483310047",5865,"NEG",13,139.076426005947,139.076483310047,139.076453173579,"C8 H12 O2"
"X5867_NEG_13_150.001941937422",5867,"NEG",13,150.001896284142,150.001941937422,150.001908507229,"C7 H5 O1 N1 S1"
"X5868_NEG_13_153.055752940384",5868,"NEG",13,153.055709817802,153.055752940384,153.055717728689,"C8 H10 O3"
"X5869_NEG_13_155.035017221894",5869,"NEG",13,155.034978432964,155.035017221894,155.034982283799,"C7 H8 O4"
"X5871_NEG_13_165.092080747711",5871,"NEG",13,165.09205138882,165.092080747711,165.092103238039,"C10 H14 O2"
"X5872_NEG_13_169.014228345287",5872,"NEG",13,169.014202104953,169.014228345287,169.014246838909,"C7 H6 O5"
"X5873_NEG_13_171.029868629397",5873,"NEG",13,171.029847167582,171.029868629397,171.029896903369,"C7 H8 O5"
"X5874_NEG_13_172.04039166586",5874,"NEG",13,172.040370345277,172.04039166586,172.040402016859,"C10 H7 O2 N1"
"X5875_NEG_13_173.024408359813",5875,"NEG",13,173.024388817699,173.024408359813,173.024417599769,"C10 H6 O3"
"X5876_NEG_13_177.092078479998",5876,"NEG",13,177.092063418995,177.092078479998,177.092103238039,"C11 H14 O2"
"X5878_NEG_13_179.107739157103",5878,"NEG",13,179.10772748943,179.107739157103,179.107753302499,"C11 H16 O2"
"X5881_NEG_13_182.009485934004",5881,"NEG",13,182.009478722337,182.009485934004,182.009495811109,"C7 H5 O5 N1"
"X5882_NEG_13_185.045545540849",5882,"NEG",13,185.045541185974,185.045545540849,185.045546967829,"C8 H10 O5"
"X5885_NEG_13_189.113213420721",5885,"NEG",13,189.113215349607,189.113213420721,189.113232606099,"C9 H18 O4"
"X5886_NEG_13_191.071368980998",5886,"NEG",13,191.071373180773,191.071368980998,191.071367793149,"C11 H12 O3"
"X5887_NEG_13_193.014229527656",5887,"NEG",13,193.01423439964,193.014229527656,193.014246838909,"C9 H6 O5"
"X5888_NEG_13_193.087013843389",5888,"NEG",13,193.08702065989,193.087013843389,193.087017857609,"C11 H14 O3"
"X5889_NEG_13_195.029876781943",5889,"NEG",13,195.029885919019,195.029876781943,195.029896903369,"C9 H8 O5"
"X5890_NEG_13_195.102649853833",5890,"NEG",13,195.102658797895,195.102649853833,195.10266792207,"C11 H16 O3"
"X5891_NEG_13_197.04554715547",5891,"NEG",13,197.045558156969,197.04554715547,197.045546967829,"C9 H10 O5"
"X5892_NEG_13_199.018259363836",5892,"NEG",13,199.018273471045,199.018259363836,199.018286847489,"C7 H8 O3 N2 S1"
"X5893_NEG_13_199.061167252937",5893,"NEG",13,199.061181621257,199.061167252937,199.061197032289,"C9 H12 O5"
"X5895_NEG_13_203.034959984703",5895,"NEG",13,203.034978339268,203.034959984703,203.034982283799,"C11 H8 O4"
"X5896_NEG_13_203.071352284194",5896,"NEG",13,203.071371120917,203.071352284194,203.071367793149,"C12 H12 O3"
"X5897_NEG_13_204.066596625029",5897,"NEG",13,204.066616598998,204.066596625029,204.066616765349,"C11 H11 O3 N1"
"X5898_NEG_13_205.014228087626",5898,"NEG",13,205.014249209279,205.014228087626,205.014246838909,"C10 H6 O5"
"X5899_NEG_13_205.050605474065",5899,"NEG",13,205.050626744267,205.050605474065,205.050632348259,"C11 H10 O4"
"X5900_NEG_13_205.086995287175",5900,"NEG",13,205.087016261656,205.086995287175,205.087017857609,"C12 H14 O3"
"X5901_NEG_13_205.12340614314",5901,"NEG",13,205.123425198717,205.12340614314,205.123403366959,"C13 H18 O2"
"X5903_NEG_13_207.066269645584",5903,"NEG",13,207.066293301501,207.066269645584,207.066282412719,"C11 H12 O4"
"X5904_NEG_13_207.102652176009",5904,"NEG",13,207.102675192208,207.102652176009,207.102667922069,"C12 H16 O3"
"X5905_NEG_13_209.009163357959",5905,"NEG",13,209.009190788755,209.009163357959,209.009161458479,"C9 H6 O6"
"X5906_NEG_13_209.118295386091",5906,"NEG",13,209.118321421506,209.118295386091,209.118317986529,"C12 H18 O3"
"X5907_NEG_13_211.024803061731",5907,"NEG",13,211.024831709479,211.024803061731,211.024811522939,"C9 H8 O6"
"X5908_NEG_13_211.061173143801",5908,"NEG",13,211.061200993416,211.061173143801,211.06119703229,"C10 H12 O5"
"X5910_NEG_13_213.149609654834",5910,"NEG",13,213.149640168036,213.149609654834,213.149618115449,"C12 H22 O3"
"X5911_NEG_13_217.05061068284",5911,"NEG",13,217.050645917542,217.05061068284,217.050632348259,"C12 H10 O4"
"X5912_NEG_13_217.053989917657",5912,"NEG",13,217.054022499087,217.053989917657,217.054003651579,"C9 H14 O4 S1"
"X5913_NEG_13_217.086996711386",5913,"NEG",13,217.087031697271,217.086996711386,217.087017857609,"C13 H14 O3"
"X5914_NEG_13_219.029887147226",5914,"NEG",13,219.029925071628,219.029887147226,219.029896903369,"C11 H8 O5"
"X5915_NEG_13_219.066258395903",5915,"NEG",13,219.066296272662,219.066258395903,219.066282412719,"C12 H12 O4"
"X5916_NEG_13_219.102644449205",5916,"NEG",13,219.102682346704,219.102644449205,219.102667922069,"C13 H16 O3"
"X5917_NEG_13_221.009144414249",5917,"NEG",13,221.009185262923,221.009144414249,221.009161458479,"C10 H6 O6"
"X5918_NEG_13_221.045524264088",5918,"NEG",13,221.045564518189,221.045524264088,221.045546967828,"C11 H10 O5"
"X5919_NEG_13_221.118294834313",5919,"NEG",13,221.118334554334,221.118294834313,221.118317986529,"C13 H18 O3"
"X5920_NEG_13_223.024792476966",5920,"NEG",13,223.024835538481,223.024792476966,223.024811522939,"C10 H8 O6"
"X5921_NEG_13_223.061174246659",5921,"NEG",13,223.061216681452,223.061174246659,223.06119703229,"C11 H12 O5"
"X5922_NEG_13_223.133949366487",5922,"NEG",13,223.133990331479,223.133949366487,223.133968050989,"C13 H20 O3"
"X5924_NEG_13_225.040425233822",5924,"NEG",13,225.040471390847,225.040425233822,225.040461587399,"C10 H10 O6"
"X5925_NEG_13_225.0768269244",5925,"NEG",13,225.07687172681,225.0768269244,225.076847096749,"C11 H14 O5"
"X5927_NEG_13_231.029874857721",5927,"NEG",13,231.029925766457,231.029874857721,231.029896903369,"C12 H8 O5"
"X5928_NEG_13_231.066256375458",5928,"NEG",13,231.066308341699,231.066256375458,231.066282412719,"C13 H12 O4"
"X5930_NEG_13_231.102652600117",5930,"NEG",13,231.102704197048,231.102652600117,231.102667922069,"C14 H16 O3"
"X5931_NEG_13_233.009140047028",5931,"NEG",13,233.009195091871,233.009140047028,233.009161458479,"C11 H6 O6"
"X5932_NEG_13_233.04552342911",5932,"NEG",13,233.045577673473,233.04552342911,233.045546967828,"C12 H10 O5"
"X5933_NEG_13_233.081908940998",5933,"NEG",13,233.081963270222,233.081908940998,233.081932477179,"C13 H14 O4"
"X5934_NEG_13_233.118301444063",5934,"NEG",13,233.118355741347,233.118301444063,233.118317986529,"C14 H18 O3"
"X5935_NEG_13_235.024785964952",5935,"NEG",13,235.024842582335,235.024785964952,235.024811522939,"C11 H8 O6"
"X5936_NEG_13_235.061166118561",5936,"NEG",13,235.061222703192,235.061166118561,235.06119703229,"C12 H12 O5"
"X5937_NEG_13_235.097559736323",5937,"NEG",13,235.097616509877,235.097559736323,235.097582541639,"C13 H16 O4"
"X5938_NEG_13_235.133944337887",5938,"NEG",13,235.134000959109,235.133944337887,235.133968050988,"C14 H20 O3"
"X5939_NEG_13_237.040439177197",5939,"NEG",13,237.040497976062,237.040439177197,237.040461587399,"C11 H10 O6"
"X5940_NEG_13_237.113202547668",5940,"NEG",13,237.113261438889,237.113202547668,237.113232606099,"C13 H18 O4"
"X5941_NEG_13_239.019701725026",5941,"NEG",13,239.019766184165,239.019701725026,239.019726142509,"C10 H8 O7"
"X5942_NEG_13_239.038328247588",5942,"NEG",13,239.038387913621,239.038328247588,239.038353587119,"C11 H12 O4 S1"
"X5944_NEG_13_241.144512604748",5944,"NEG",13,241.144575357809,241.144512604748,241.144532735019,"C13 H22 O4"
"X5945_NEG_13_242.176135864655",5945,"NEG",13,242.176201211582,242.176135864655,242.176167216569,"C13 H25 O3 N1"
"X5946_NEG_13_243.029863946881",5946,"NEG",13,243.029928496447,243.029863946881,243.029896903369,"C13 H8 O5"
"X5947_NEG_13_243.06628289018",5947,"NEG",13,243.066351394316,243.06628289018,243.066282412719,"C14 H12 O4"
"X5948_NEG_13_245.045524201483",5948,"NEG",13,245.045592436853,245.045524201483,245.045546967829,"C13 H10 O5"
"X5949_NEG_13_245.081901293611",5949,"NEG",13,245.081969365303,245.081901293611,245.081932477179,"C14 H14 O4"
"X5951_NEG_13_247.024778658122",5951,"NEG",13,247.024848893478,247.024778658122,247.02481152294,"C12 H8 O6"
"X5952_NEG_13_247.061164656598",5952,"NEG",13,247.061235094133,247.061164656598,247.06119703229,"C13 H12 O5"
"X5953_NEG_13_247.097543148426",5953,"NEG",13,247.097613885069,247.097543148426,247.097582541639,"C14 H16 O4"
"X5954_NEG_13_247.133937476825",5954,"NEG",13,247.134003597298,247.133937476825,247.133968050989,"C15 H20 O3"
"X5955_NEG_13_249.004038932153",5955,"NEG",13,249.004114487806,249.004038932153,249.004076078049,"C11 H6 O7"
"X5956_NEG_13_249.040426058049",5956,"NEG",13,249.040498324187,249.040426058049,249.040461587399,"C12 H10 O6"
"X5957_NEG_13_249.076826712666",5957,"NEG",13,249.076899353018,249.076826712666,249.076847096749,"C13 H14 O5"
"X5958_NEG_13_249.113201240522",5958,"NEG",13,249.113273838148,249.113201240522,249.113232606099,"C14 H18 O4"
"X5959_NEG_13_249.14957952982",5959,"NEG",13,249.149650947017,249.14957952982,249.149618115449,"C15 H22 O3"
"X5960_NEG_13_251.019693078787",5960,"NEG",13,251.019767036934,251.019693078787,251.019726142509,"C11 H8 O7"
"X5961_NEG_13_251.05607482772",5961,"NEG",13,251.056150134773,251.05607482772,251.056111651859,"C12 H12 O6"
"X5962_NEG_13_251.092458451588",5962,"NEG",13,251.09253333368,251.092458451588,251.092497161209,"C13 H16 O5"
"X5963_NEG_13_251.128843291146",5963,"NEG",13,251.128918218787,251.128843291146,251.128882670559,"C14 H20 O4"
"X5964_NEG_13_253.035337728678",5964,"NEG",13,253.035416223025,253.035337728678,253.035376206969,"C11 H10 O7"
"X5965_NEG_13_253.071730378863",5965,"NEG",13,253.071807530333,253.071730378863,253.071761716318,"C12 H14 O6"
"X5966_NEG_13_253.108108159016",5966,"NEG",13,253.108185135083,253.108108159016,253.10814722567,"C13 H18 O5"
"X5967_NEG_13_253.144500240034",5967,"NEG",13,253.144577235487,253.144500240034,253.144532735019,"C14 H22 O4"
"X5968_NEG_13_255.087430224141",5968,"NEG",13,255.08750960825,255.087430224141,255.087411780779,"C12 H16 O6"
"X5969_NEG_13_255.232917350543",5969,"NEG",13,255.232997600475,255.232917350543,255.232953818179,"C16 H32 O2"
"X5970_NEG_13_257.04551800458",5970,"NEG",13,257.045601471319,257.04551800458,257.045546967829,"C14 H10 O5"
"X5971_NEG_13_257.048878628176",5971,"NEG",13,257.048959342806,257.048878628176,257.04891827115,"C11 H14 O5 S1"
"X5972_NEG_13_257.081915974499",5972,"NEG",13,257.08200100777,257.081915974499,257.081932477179,"C15 H14 O4"
"X5973_NEG_13_257.093144213743",5973,"NEG",13,257.093225168984,257.093144213743,257.093165866469,"C14 H14 O3 N2"
"X5974_NEG_13_259.024760557885",5974,"NEG",13,259.024845426619,259.024760557885,259.024811522939,"C13 H8 O6"
"X5975_NEG_13_259.061151395935",5975,"NEG",13,259.061235568085,259.061151395935,259.06119703229,"C14 H12 O5"
"X5976_NEG_13_259.097540062579",5976,"NEG",13,259.097625092907,259.097540062579,259.097582541639,"C15 H16 O4"
"X5977_NEG_13_261.040412837261",5977,"NEG",13,261.040498862813,261.040412837261,261.040461587399,"C13 H10 O6"
"X5978_NEG_13_261.076802488371",5978,"NEG",13,261.076888796407,261.076802488371,261.076847096749,"C14 H14 O5"
"X5979_NEG_13_261.113183505357",5979,"NEG",13,261.113269767798,261.113183505357,261.113232606099,"C15 H18 O4"
"X5980_NEG_13_263.019672110707",5980,"NEG",13,263.019760304996,263.019672110707,263.019726142509,"C12 H8 O7"
"X5981_NEG_13_263.056061567301",5981,"NEG",13,263.056149761464,263.056061567301,263.056111651859,"C13 H12 O6"
"X5982_NEG_13_263.092435285549",5982,"NEG",13,263.092523554438,263.092435285549,263.092497161209,"C14 H16 O5"
"X5983_NEG_13_263.128825897942",5983,"NEG",13,263.128914391839,263.128825897942,263.128882670559,"C15 H20 O4"
"X5984_NEG_13_264.998959746038",5984,"NEG",13,264.999054215004,264.998959746038,264.998990697619,"C11 H6 O8"
"X5985_NEG_13_265.035331855018",5985,"NEG",13,265.035421693785,265.035331855018,265.035376206969,"C12 H10 O7"
"X5986_NEG_13_265.071707688537",5986,"NEG",13,265.071798386055,265.071707688537,265.071761716318,"C13 H14 O6"
"X5987_NEG_13_265.108089758104",5987,"NEG",13,265.108180303417,265.108089758104,265.108147225669,"C14 H18 O5"
"X5988_NEG_13_265.144473413479",5988,"NEG",13,265.144564246622,265.144473413479,265.144532735019,"C15 H22 O4"
