feature,formula,intensity,sample_name,orbitrap_id,sample_type,site,transect_location,horizon,HC,OC,C,H,N,O,S,P,AImod,NOSC,DBE_AI,DBE,DBE_C,Class,Class_detailed,Class_chem
X34958_POS_13_358.259,C19 H35 O5 N1,3.370990127,COMP_32,C32_OWC_T_A,OWC-transition-A,OWC,transition,A,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,0.295049983,COMP_29,C29_OWC_U_A,OWC-upland-A,OWC,upland,A,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,15.70528857,COMP_46,C46_OWC_T_B,OWC-transition-B,OWC,transition,B,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,3.836892192,COMP_25,C25_MSM_T_B,MSM-transition-B,MSM,transition,B,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,0.510324914,COMP_49,C49_OWC_T_B,OWC-transition-B,OWC,transition,B,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,1.681149815,COMP_35,C35_OWC_T_A,OWC-transition-A,OWC,transition,A,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,0.197427358,COMP_47,C47_OWC_T_B,OWC-transition-B,OWC,transition,B,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,0.519278855,COMP_22,C22_MSM_T_B,MSM-transition-B,MSM,transition,B,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,1.463085646,COMP_50,C50_OWC_T_B,OWC-transition-B,OWC,transition,B,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,0.141388978,COMP_30,C30_OWC_U_A,OWC-upland-A,OWC,upland,A,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,0.788417592,COMP_34,C34_OWC_T_A,OWC-transition-A,OWC,transition,A,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,0.401259753,COMP_31,C31_OWC_T_A,OWC-transition-A,OWC,transition,A,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,0.03477533,COMP_23,C23_MSM_T_B,MSM-transition-B,MSM,transition,B,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,4.171823443,COMP_40,C40_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,0.249465658,COMP_21,C21_MSM_T_B,MSM-transition-B,MSM,transition,B,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,0.29436766,COMP_37,C37_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,2.638656321,COMP_48,C48_OWC_T_B,OWC-transition-B,OWC,transition,B,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,0.180671664,COMP_33,C33_OWC_T_A,OWC-transition-A,OWC,transition,A,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,0.288997945,COMP_38,C38_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,0.271622018,COMP_26,C26_OWC_U_A,OWC-upland-A,OWC,upland,A,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,14.13658912,COMP_36,C36_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34958_POS_13_358.259,C19 H35 O5 N1,0.215969056,COMP_27,C27_OWC_U_A,OWC-upland-A,OWC,upland,A,1.842105263,0.263157895,19,35,1,5,0,0,-0.0323,-1.1579,-3,3,-0.1579,aliphatic,aliphatic+N,lipid
X34959_POS_13_359.167,C21 H26 O3 S1,0.224535573,COMP_37,C37_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.238095238,0.142857143,21,26,0,3,1,0,0.3514,-0.8571,5,9,0.2381,unsaturated/lignin,unsaturated/lignin,lignin
X34959_POS_13_359.167,C21 H26 O3 S1,0.135966562,COMP_11,C11_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.238095238,0.142857143,21,26,0,3,1,0,0.3514,-0.8571,5,9,0.2381,unsaturated/lignin,unsaturated/lignin,lignin
X34959_POS_13_359.167,C21 H26 O3 S1,0.539598518,COMP_13,C13_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.238095238,0.142857143,21,26,0,3,1,0,0.3514,-0.8571,5,9,0.2381,unsaturated/lignin,unsaturated/lignin,lignin
X34959_POS_13_359.167,C21 H26 O3 S1,0.797024867,COMP_12,C12_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.238095238,0.142857143,21,26,0,3,1,0,0.3514,-0.8571,5,9,0.2381,unsaturated/lignin,unsaturated/lignin,lignin
X34959_POS_13_359.167,C21 H26 O3 S1,0.485863905,COMP_36,C36_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.238095238,0.142857143,21,26,0,3,1,0,0.3514,-0.8571,5,9,0.2381,unsaturated/lignin,unsaturated/lignin,lignin
X34959_POS_13_359.167,C21 H26 O3 S1,0.135992017,COMP_14,C14_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.238095238,0.142857143,21,26,0,3,1,0,0.3514,-0.8571,5,9,0.2381,unsaturated/lignin,unsaturated/lignin,lignin
X34959_POS_13_359.167,C21 H26 O3 S1,0.131695327,COMP_38,C38_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.238095238,0.142857143,21,26,0,3,1,0,0.3514,-0.8571,5,9,0.2381,unsaturated/lignin,unsaturated/lignin,lignin
X34959_POS_13_359.167,C21 H26 O3 S1,0.634178282,COMP_40,C40_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.238095238,0.142857143,21,26,0,3,1,0,0.3514,-0.8571,5,9,0.2381,unsaturated/lignin,unsaturated/lignin,lignin
X34959_POS_13_359.167,C21 H26 O3 S1,2.653127659,COMP_15,C15_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.238095238,0.142857143,21,26,0,3,1,0,0.3514,-0.8571,5,9,0.2381,unsaturated/lignin,unsaturated/lignin,lignin
X35735_POS_14_233.117,C14 H16 O3,0.123566295,COMP_38,C38_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.142857143,0.214285714,14,16,0,3,0,0,0.44,-0.7143,4,7,0.2857,unsaturated/lignin,unsaturated/lignin,lignin
X35735_POS_14_233.117,C14 H16 O3,1.322247632,COMP_37,C37_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.142857143,0.214285714,14,16,0,3,0,0,0.44,-0.7143,4,7,0.2857,unsaturated/lignin,unsaturated/lignin,lignin
X35735_POS_14_233.117,C14 H16 O3,14.68537673,COMP_36,C36_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.142857143,0.214285714,14,16,0,3,0,0,0.44,-0.7143,4,7,0.2857,unsaturated/lignin,unsaturated/lignin,lignin
X35735_POS_14_233.117,C14 H16 O3,11.79064247,COMP_40,C40_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.142857143,0.214285714,14,16,0,3,0,0,0.44,-0.7143,4,7,0.2857,unsaturated/lignin,unsaturated/lignin,lignin
X35736_POS_14_250.165,C11 H23 O5 N1,0.226723119,COMP_11,C11_MSM_W_O,MSM-wetland-O,MSM,wetland,O,2.090909091,0.454545455,11,23,1,5,0,0,-0.3333,-0.9091,-5,1,-0.4545,aliphatic,lipid,protein
X35736_POS_14_250.165,C11 H23 O5 N1,29.19907977,COMP_15,C15_MSM_W_O,MSM-wetland-O,MSM,wetland,O,2.090909091,0.454545455,11,23,1,5,0,0,-0.3333,-0.9091,-5,1,-0.4545,aliphatic,lipid,protein
X35736_POS_14_250.165,C11 H23 O5 N1,0.086230348,COMP_13,C13_MSM_W_O,MSM-wetland-O,MSM,wetland,O,2.090909091,0.454545455,11,23,1,5,0,0,-0.3333,-0.9091,-5,1,-0.4545,aliphatic,lipid,protein
X35736_POS_14_250.165,C11 H23 O5 N1,0.082802353,COMP_14,C14_MSM_W_O,MSM-wetland-O,MSM,wetland,O,2.090909091,0.454545455,11,23,1,5,0,0,-0.3333,-0.9091,-5,1,-0.4545,aliphatic,lipid,protein
X35736_POS_14_250.165,C11 H23 O5 N1,0.133124478,COMP_12,C12_MSM_W_O,MSM-wetland-O,MSM,wetland,O,2.090909091,0.454545455,11,23,1,5,0,0,-0.3333,-0.9091,-5,1,-0.4545,aliphatic,lipid,protein
X35738_POS_14_405.246,C24 H36 O3 S1,0.168790333,COMP_13,C13_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.5,0.125,24,36,0,3,1,0,0.2093,-1.1667,3,7,0.125,aliphatic,aliphatic,lipid
X35738_POS_14_405.246,C24 H36 O3 S1,1.132050382,COMP_15,C15_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.5,0.125,24,36,0,3,1,0,0.2093,-1.1667,3,7,0.125,aliphatic,aliphatic,lipid
X35738_POS_14_405.246,C24 H36 O3 S1,11.7363221,COMP_14,C14_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.5,0.125,24,36,0,3,1,0,0.2093,-1.1667,3,7,0.125,aliphatic,aliphatic,lipid
X35738_POS_14_405.246,C24 H36 O3 S1,35.36915233,COMP_11,C11_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.5,0.125,24,36,0,3,1,0,0.2093,-1.1667,3,7,0.125,aliphatic,aliphatic,lipid
X35738_POS_14_405.246,C24 H36 O3 S1,0.274885457,COMP_12,C12_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.5,0.125,24,36,0,3,1,0,0.2093,-1.1667,3,7,0.125,aliphatic,aliphatic,lipid
X36018_POS_15_387.235,C24 H34 O2 S1,0.238611253,COMP_06,C6_MSM_T_O,MSM-transition-O,MSM,transition,O,1.416666667,0.083333333,24,34,0,2,1,0,0.2727,-1.1667,5,8,0.2083,unsaturated/lignin,unsaturated/lignin,unsatHC
X36018_POS_15_387.235,C24 H34 O2 S1,0.466732981,COMP_25,C25_MSM_T_B,MSM-transition-B,MSM,transition,B,1.416666667,0.083333333,24,34,0,2,1,0,0.2727,-1.1667,5,8,0.2083,unsaturated/lignin,unsaturated/lignin,unsatHC
X36018_POS_15_387.235,C24 H34 O2 S1,0.270112542,COMP_08,C8_MSM_T_O,MSM-transition-O,MSM,transition,O,1.416666667,0.083333333,24,34,0,2,1,0,0.2727,-1.1667,5,8,0.2083,unsaturated/lignin,unsaturated/lignin,unsatHC
X36018_POS_15_387.235,C24 H34 O2 S1,0.422996339,COMP_22,C22_MSM_T_B,MSM-transition-B,MSM,transition,B,1.416666667,0.083333333,24,34,0,2,1,0,0.2727,-1.1667,5,8,0.2083,unsaturated/lignin,unsaturated/lignin,unsatHC
X36018_POS_15_387.235,C24 H34 O2 S1,1.762287994,COMP_10,C10_MSM_T_O,MSM-transition-O,MSM,transition,O,1.416666667,0.083333333,24,34,0,2,1,0,0.2727,-1.1667,5,8,0.2083,unsaturated/lignin,unsaturated/lignin,unsatHC
X36018_POS_15_387.235,C24 H34 O2 S1,0.383347587,COMP_07,C7_MSM_T_O,MSM-transition-O,MSM,transition,O,1.416666667,0.083333333,24,34,0,2,1,0,0.2727,-1.1667,5,8,0.2083,unsaturated/lignin,unsaturated/lignin,unsatHC
X36018_POS_15_387.235,C24 H34 O2 S1,1.793211146,COMP_21,C21_MSM_T_B,MSM-transition-B,MSM,transition,B,1.416666667,0.083333333,24,34,0,2,1,0,0.2727,-1.1667,5,8,0.2083,unsaturated/lignin,unsaturated/lignin,unsatHC
X36018_POS_15_387.235,C24 H34 O2 S1,0.42728545,COMP_09,C9_MSM_T_O,MSM-transition-O,MSM,transition,O,1.416666667,0.083333333,24,34,0,2,1,0,0.2727,-1.1667,5,8,0.2083,unsaturated/lignin,unsaturated/lignin,unsatHC
X36018_POS_15_387.235,C24 H34 O2 S1,0.3077169,COMP_23,C23_MSM_T_B,MSM-transition-B,MSM,transition,B,1.416666667,0.083333333,24,34,0,2,1,0,0.2727,-1.1667,5,8,0.2083,unsaturated/lignin,unsaturated/lignin,unsatHC
X36022_POS_15_677.475,C47 H64 O1 S1,2.884506147,COMP_16,C16_MSM_U_B,MSM-upland-B,MSM,upland,B,1.361702128,0.021276596,47,64,0,1,1,0,0.3187,-1.2766,14,16,0.2979,unsaturated/lignin,unsaturated/lignin,unsatHC
X36022_POS_15_677.475,C47 H64 O1 S1,0.539905827,COMP_17,C17_MSM_U_B,MSM-upland-B,MSM,upland,B,1.361702128,0.021276596,47,64,0,1,1,0,0.3187,-1.2766,14,16,0.2979,unsaturated/lignin,unsaturated/lignin,unsatHC
X36022_POS_15_677.475,C47 H64 O1 S1,0.872252108,COMP_18,C18_MSM_U_B,MSM-upland-B,MSM,upland,B,1.361702128,0.021276596,47,64,0,1,1,0,0.3187,-1.2766,14,16,0.2979,unsaturated/lignin,unsaturated/lignin,unsatHC
X36022_POS_15_677.475,C47 H64 O1 S1,0.809476057,COMP_22,C22_MSM_T_B,MSM-transition-B,MSM,transition,B,1.361702128,0.021276596,47,64,0,1,1,0,0.3187,-1.2766,14,16,0.2979,unsaturated/lignin,unsaturated/lignin,unsatHC
X36022_POS_15_677.475,C47 H64 O1 S1,1.661045057,COMP_20,C20_MSM_U_B,MSM-upland-B,MSM,upland,B,1.361702128,0.021276596,47,64,0,1,1,0,0.3187,-1.2766,14,16,0.2979,unsaturated/lignin,unsaturated/lignin,unsatHC
X36022_POS_15_677.475,C47 H64 O1 S1,0.197026565,COMP_21,C21_MSM_T_B,MSM-transition-B,MSM,transition,B,1.361702128,0.021276596,47,64,0,1,1,0,0.3187,-1.2766,14,16,0.2979,unsaturated/lignin,unsaturated/lignin,unsatHC
X36022_POS_15_677.475,C47 H64 O1 S1,0.615338615,COMP_19,C19_MSM_U_B,MSM-upland-B,MSM,upland,B,1.361702128,0.021276596,47,64,0,1,1,0,0.3187,-1.2766,14,16,0.2979,unsaturated/lignin,unsaturated/lignin,unsatHC
X36022_POS_15_677.475,C47 H64 O1 S1,1.385952049,COMP_23,C23_MSM_T_B,MSM-transition-B,MSM,transition,B,1.361702128,0.021276596,47,64,0,1,1,0,0.3187,-1.2766,14,16,0.2979,unsaturated/lignin,unsaturated/lignin,unsatHC
X36022_POS_15_677.475,C47 H64 O1 S1,2.586524232,COMP_25,C25_MSM_T_B,MSM-transition-B,MSM,transition,B,1.361702128,0.021276596,47,64,0,1,1,0,0.3187,-1.2766,14,16,0.2979,unsaturated/lignin,unsaturated/lignin,unsatHC
X36071_POS_16_337.201,C19 H28 O5,3.073022515,COMP_36,C36_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.473684211,0.263157895,19,28,0,5,0,0,0.2121,-0.9474,1,6,0.0526,unsaturated/lignin,unsaturated/lignin,lignin
X36071_POS_16_337.201,C19 H28 O5,2.169995863,COMP_38,C38_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.473684211,0.263157895,19,28,0,5,0,0,0.2121,-0.9474,1,6,0.0526,unsaturated/lignin,unsaturated/lignin,lignin
X36071_POS_16_337.201,C19 H28 O5,0.181029798,COMP_40,C40_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.473684211,0.263157895,19,28,0,5,0,0,0.2121,-0.9474,1,6,0.0526,unsaturated/lignin,unsaturated/lignin,lignin
X36071_POS_16_337.201,C19 H28 O5,0.425843487,COMP_37,C37_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.473684211,0.263157895,19,28,0,5,0,0,0.2121,-0.9474,1,6,0.0526,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,0.088597321,COMP_28,C28_OWC_U_A,OWC-upland-A,OWC,upland,A,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,3.514930764,COMP_44,C44_OWC_U_B,OWC-upland-B,OWC,upland,B,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,0.121025546,COMP_32,C32_OWC_T_A,OWC-transition-A,OWC,transition,A,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,2.820919629,COMP_34,C34_OWC_T_A,OWC-transition-A,OWC,transition,A,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,1.013903167,COMP_35,C35_OWC_T_A,OWC-transition-A,OWC,transition,A,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,0.426222296,COMP_40,C40_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,0.232776534,COMP_30,C30_OWC_U_A,OWC-upland-A,OWC,upland,A,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,0.414433162,COMP_26,C26_OWC_U_A,OWC-upland-A,OWC,upland,A,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,0.097453919,COMP_37,C37_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,0.137157175,COMP_42,C42_OWC_U_B,OWC-upland-B,OWC,upland,B,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,1.661132828,COMP_43,C43_OWC_U_B,OWC-upland-B,OWC,upland,B,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,0.122030853,COMP_29,C29_OWC_U_A,OWC-upland-A,OWC,upland,A,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,2.094825016,COMP_41,C41_OWC_U_B,OWC-upland-B,OWC,upland,B,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,0.167667833,COMP_38,C38_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,2.593489493,COMP_31,C31_OWC_T_A,OWC-transition-A,OWC,transition,A,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,0.141926121,COMP_36,C36_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,0.272008172,COMP_27,C27_OWC_U_A,OWC-upland-A,OWC,upland,A,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,0.199052,COMP_45,C45_OWC_U_B,OWC-upland-B,OWC,upland,B,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36087_POS_17_249.149,C15 H20 O3,1.887304772,COMP_33,C33_OWC_T_A,OWC-transition-A,OWC,transition,A,1.333333333,0.2,15,20,0,3,0,0,0.3333,-0.9333,3,6,0.2,unsaturated/lignin,unsaturated/lignin,lignin
X36116_POS_18_694.501,C47 H67 O1 N1 S1,4.732147701,COMP_25,C25_MSM_T_B,MSM-transition-B,MSM,transition,B,1.425531915,0.021276596,47,67,1,1,1,0,0.2809,-1.2766,12,15,0.2553,unsaturated/lignin,unsaturated/lignin,unsatHC
X36116_POS_18_694.501,C47 H67 O1 N1 S1,0.428768149,COMP_23,C23_MSM_T_B,MSM-transition-B,MSM,transition,B,1.425531915,0.021276596,47,67,1,1,1,0,0.2809,-1.2766,12,15,0.2553,unsaturated/lignin,unsaturated/lignin,unsatHC
X36116_POS_18_694.501,C47 H67 O1 N1 S1,0.741565136,COMP_21,C21_MSM_T_B,MSM-transition-B,MSM,transition,B,1.425531915,0.021276596,47,67,1,1,1,0,0.2809,-1.2766,12,15,0.2553,unsaturated/lignin,unsaturated/lignin,unsatHC
X36116_POS_18_694.501,C47 H67 O1 N1 S1,0.364906921,COMP_22,C22_MSM_T_B,MSM-transition-B,MSM,transition,B,1.425531915,0.021276596,47,67,1,1,1,0,0.2809,-1.2766,12,15,0.2553,unsaturated/lignin,unsaturated/lignin,unsatHC
X36119_POS_19_105.102,C4 H12 O1 N2,0.041229134,COMP_06,C6_MSM_T_O,MSM-transition-O,MSM,transition,O,3,0.25,4,12,2,1,0,0,-1.6667,-1,-3,0,-0.75,aliphatic,lipid,other
X36119_POS_19_105.102,C4 H12 O1 N2,0.031895342,COMP_07,C7_MSM_T_O,MSM-transition-O,MSM,transition,O,3,0.25,4,12,2,1,0,0,-1.6667,-1,-3,0,-0.75,aliphatic,lipid,other
X36119_POS_19_105.102,C4 H12 O1 N2,0.093083607,COMP_10,C10_MSM_T_O,MSM-transition-O,MSM,transition,O,3,0.25,4,12,2,1,0,0,-1.6667,-1,-3,0,-0.75,aliphatic,lipid,other
X36119_POS_19_105.102,C4 H12 O1 N2,0.434785185,COMP_08,C8_MSM_T_O,MSM-transition-O,MSM,transition,O,3,0.25,4,12,2,1,0,0,-1.6667,-1,-3,0,-0.75,aliphatic,lipid,other
X36119_POS_19_105.102,C4 H12 O1 N2,0.047449755,COMP_09,C9_MSM_T_O,MSM-transition-O,MSM,transition,O,3,0.25,4,12,2,1,0,0,-1.6667,-1,-3,0,-0.75,aliphatic,lipid,other
X36147_POS_3_209.092,C10 H12 O3 N2,0.081115918,COMP_12,C12_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.2,0.3,10,12,2,3,0,0,0.3846,0,1,6,0.1,unsaturated/lignin,unsaturated/lignin,lignin
X36147_POS_3_209.092,C10 H12 O3 N2,0.100322712,COMP_11,C11_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.2,0.3,10,12,2,3,0,0,0.3846,0,1,6,0.1,unsaturated/lignin,unsaturated/lignin,lignin
X36147_POS_3_209.092,C10 H12 O3 N2,0.283225891,COMP_13,C13_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.2,0.3,10,12,2,3,0,0,0.3846,0,1,6,0.1,unsaturated/lignin,unsaturated/lignin,lignin
X36147_POS_3_209.092,C10 H12 O3 N2,2.099818685,COMP_14,C14_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.2,0.3,10,12,2,3,0,0,0.3846,0,1,6,0.1,unsaturated/lignin,unsaturated/lignin,lignin
X36147_POS_3_209.092,C10 H12 O3 N2,0.842556105,COMP_15,C15_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.2,0.3,10,12,2,3,0,0,0.3846,0,1,6,0.1,unsaturated/lignin,unsaturated/lignin,lignin
X36147_POS_3_209.092,C10 H12 O3 N2,0.293544555,COMP_40,C40_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.2,0.3,10,12,2,3,0,0,0.3846,0,1,6,0.1,unsaturated/lignin,unsaturated/lignin,lignin
X36147_POS_3_209.092,C10 H12 O3 N2,0.044854006,COMP_38,C38_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.2,0.3,10,12,2,3,0,0,0.3846,0,1,6,0.1,unsaturated/lignin,unsaturated/lignin,lignin
X36147_POS_3_209.092,C10 H12 O3 N2,5.915846259,COMP_37,C37_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.2,0.3,10,12,2,3,0,0,0.3846,0,1,6,0.1,unsaturated/lignin,unsaturated/lignin,lignin
X36147_POS_3_209.092,C10 H12 O3 N2,0.101630127,COMP_36,C36_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.2,0.3,10,12,2,3,0,0,0.3846,0,1,6,0.1,unsaturated/lignin,unsaturated/lignin,lignin
X36148_POS_3_213.123,C10 H16 O3 N2,0.120536056,COMP_14,C14_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.6,0.3,10,16,2,3,0,0,0.0769,-0.4,-1,4,-0.1,aliphatic,aliphatic+N,lipid
X36148_POS_3_213.123,C10 H16 O3 N2,0.11899779,COMP_35,C35_OWC_T_A,OWC-transition-A,OWC,transition,A,1.6,0.3,10,16,2,3,0,0,0.0769,-0.4,-1,4,-0.1,aliphatic,aliphatic+N,lipid
